head_entity_id,tail_entity_id,relation
E0021844,E0051546,Head가 Tail에게 지시함. (Commands)
E0021844,E0012125,Head가 Tail에게 지시함. (Commands)
E0021844,E0044312,Head가 Tail에게 지시함. (Commands)
E0021844,E0021326,Head가 Tail에게 지시함. (Commands)
E0021844,E0063996,Head가 Tail에게 지시함. (Commands)
E0021844,E0052410,Head가 Tail에게 지시함. (Commands)
E0021844,E0059033,Head가 Tail에게 지시함. (Commands)
E0021844,E0051775,Head가 Tail에게 지시함. (Commands)
E0021844,E0041712,Head가 Tail에게 지시함. (Commands)
E0021844,E0050628,Head가 Tail에게 지시함. (Commands)
E0021844,E0051045,Head가 Tail에게 지시함. (Commands)
E0021844,E0038301,Head가 Tail에게 지시함. (Commands)
E0021844,E0048364,Head가 Tail에게 지시함. (Commands)
E0021844,E0044355,Head가 Tail에게 지시함. (Commands)
E0021844,E0052392,Head가 Tail에게 지시함. (Commands)
E0021844,E0051772,Head가 Tail에게 지시함. (Commands)
E0021844,E0034498,Head가 Tail에게 지시함. (Commands)
E0021844,E0008672,Head가 Tail에게 지시함. (Commands)
E0021844,E0048809,Head가 Tail에게 지시함. (Commands)
E0021844,E0021961,Head가 Tail에게 지시함. (Commands)
E0021844,E0033977,Head가 Tail에게 지시함. (Commands)
E0021844,E0052389,Head가 Tail에게 지시함. (Commands)
E0021844,E0061699,Head가 Tail에게 지시함. (Commands)
E0021844,E0009053,Head가 Tail에게 지시함. (Commands)
E0021844,E0065060,Head가 Tail에게 지시함. (Commands)
E0021844,E0042691,Head가 Tail에게 지시함. (Commands)
E0021844,E0048504,Head가 Tail에게 지시함. (Commands)
E0021844,E0020184,Head가 Tail에게 지시함. (Commands)
E0021844,E0052623,Head가 Tail에게 지시함. (Commands)
E0021844,E0003821,Head가 Tail에게 지시함. (Commands)
E0021844,E0062145,Head가 Tail에게 지시함. (Commands)
E0021844,E0020067,Head가 Tail에게 지시함. (Commands)
E0021844,E0046090,Head가 Tail에게 지시함. (Commands)
E0021844,E0059861,Head가 Tail에게 지시함. (Commands)
E0021844,E0004295,Head가 Tail에게 지시함. (Commands)
E0021844,E0046223,Head가 Tail에게 지시함. (Commands)
E0021844,E0032783,Head가 Tail에게 지시함. (Commands)
E0021844,E0046589,Head가 Tail에게 지시함. (Commands)
E0012086,E0004385,Head가 Tail에게 지시함. (Commands)
E0012086,E0051208,Head가 Tail에게 지시함. (Commands)
E0012086,E0021844,Head가 Tail에게 지시함. (Commands)
E0012086,E0052525,Head가 Tail에게 지시함. (Commands)
E0012086,E0038240,Head가 Tail에게 지시함. (Commands)
E0012086,E0010259,Head가 Tail에게 지시함. (Commands)
E0012086,E0051546,Head가 Tail에게 지시함. (Commands)
E0012086,E0012125,Head가 Tail에게 지시함. (Commands)
E0012086,E0044312,Head가 Tail에게 지시함. (Commands)
E0012086,E0021326,Head가 Tail에게 지시함. (Commands)
E0012086,E0063996,Head가 Tail에게 지시함. (Commands)
E0012086,E0052410,Head가 Tail에게 지시함. (Commands)
E0012086,E0059033,Head가 Tail에게 지시함. (Commands)
E0012086,E0051775,Head가 Tail에게 지시함. (Commands)
E0012086,E0041712,Head가 Tail에게 지시함. (Commands)
E0012086,E0050628,Head가 Tail에게 지시함. (Commands)
E0012086,E0051045,Head가 Tail에게 지시함. (Commands)
E0012086,E0038301,Head가 Tail에게 지시함. (Commands)
E0012086,E0048364,Head가 Tail에게 지시함. (Commands)
E0012086,E0044355,Head가 Tail에게 지시함. (Commands)
E0012086,E0052392,Head가 Tail에게 지시함. (Commands)
E0012086,E0051772,Head가 Tail에게 지시함. (Commands)
E0012086,E0034498,Head가 Tail에게 지시함. (Commands)
E0012086,E0008672,Head가 Tail에게 지시함. (Commands)
E0012086,E0048809,Head가 Tail에게 지시함. (Commands)
E0012086,E0021961,Head가 Tail에게 지시함. (Commands)
E0012086,E0033977,Head가 Tail에게 지시함. (Commands)
E0012086,E0052389,Head가 Tail에게 지시함. (Commands)
E0012086,E0061699,Head가 Tail에게 지시함. (Commands)
E0012086,E0009053,Head가 Tail에게 지시함. (Commands)
E0012086,E0065060,Head가 Tail에게 지시함. (Commands)
E0012086,E0042691,Head가 Tail에게 지시함. (Commands)
E0012086,E0048504,Head가 Tail에게 지시함. (Commands)
E0012086,E0020184,Head가 Tail에게 지시함. (Commands)
E0012086,E0052623,Head가 Tail에게 지시함. (Commands)
E0012086,E0003821,Head가 Tail에게 지시함. (Commands)
E0012086,E0062145,Head가 Tail에게 지시함. (Commands)
E0012086,E0020067,Head가 Tail에게 지시함. (Commands)
E0012086,E0046090,Head가 Tail에게 지시함. (Commands)
E0012086,E0059861,Head가 Tail에게 지시함. (Commands)
E0012086,E0004295,Head가 Tail에게 지시함. (Commands)
E0012086,E0046223,Head가 Tail에게 지시함. (Commands)
E0012086,E0032783,Head가 Tail에게 지시함. (Commands)
E0012086,E0046589,Head가 Tail에게 지시함. (Commands)
E0052525,E0004385,Head가 Tail을 의심함. (Distrusts)
E0052525,E0051208,Head가 Tail에게 지시함. (Commands)
E0052525,E0021844,Head가 Tail에게 지시함. (Commands)
E0052525,E0012086,Head가 Tail에게 지시함. (Commands)
E0052525,E0021326,Head가 Tail에게 지시함. (Commands)
E0052525,E0063996,Head가 Tail에게 지시함. (Commands)
E0052525,E0052410,Head가 Tail에게 지시함. (Commands)
E0052525,E0051775,Head가 Tail에게 지시함. (Commands)
E0052525,E0041712,Head가 Tail에게 보고함 (Reports to)
E0052525,E0050628,Head가 Tail에게 보고함 (Reports to)
E0052525,E0051045,Head가 Tail에게 보고함 (Reports to)
E0052525,E0038301,Head가 Tail에게 지시함. (Commands)
E0052525,E0038301,Head가 Tail에게 보고함 (Reports to)
E0052525,E0048364,Head가 Tail에게 보고함 (Reports to)
E0052525,E0044355,Head가 Tail에게 지시함. (Commands)
E0052525,E0044355,Head가 Tail에게 보고함 (Reports to)
E0052525,E0052392,Head가 Tail에게 지시함. (Commands)
E0052525,E0052392,Head가 Tail에게 보고함 (Reports to)
E0052525,E0051772,Head가 Tail에게 지시함. (Commands)
E0052525,E0051772,Head가 Tail에게 보고함 (Reports to)
E0052525,E0034498,Head가 Tail에게 보고함 (Reports to)
E0052525,E0008672,Head가 Tail에게 보고함 (Reports to)
E0052525,E0048809,Head가 Tail에게 보고함 (Reports to)
E0052525,E0021961,Head가 Tail에게 지시함. (Commands)
E0052525,E0021961,Head가 Tail에게 보고함 (Reports to)
E0052525,E0033977,Head가 Tail에게 지시함. (Commands)
E0052525,E0033977,Head가 Tail에게 보고함 (Reports to)
E0052525,E0052389,Head가 Tail에게 지시함. (Commands)
E0052525,E0052389,Head가 Tail에게 보고함 (Reports to)
E0052525,E0061699,Head가 Tail에게 지시함. (Commands)
E0052525,E0061699,Head가 Tail에게 보고함 (Reports to)
E0052525,E0009053,Head가 Tail에게 보고함 (Reports to)
E0052525,E0065060,Head가 Tail에게 지시함. (Commands)
E0052525,E0065060,Head가 Tail에게 보고함 (Reports to)
E0052525,E0042691,Head가 Tail에게 지시함. (Commands)
E0052525,E0042691,Head가 Tail에게 보고함 (Reports to)
E0052525,E0048504,Head가 Tail에게 지시함. (Commands)
E0052525,E0048504,Head가 Tail에게 보고함 (Reports to)
E0052525,E0020184,Head가 Tail에게 지시함. (Commands)
E0052525,E0020184,Head가 Tail에게 보고함 (Reports to)
E0052525,E0052623,Head가 Tail에게 지시함. (Commands)
E0052525,E0052623,Head가 Tail에게 보고함 (Reports to)
E0052525,E0003821,Head가 Tail에게 지시함. (Commands)
E0052525,E0003821,Head가 Tail에게 보고함 (Reports to)
E0052525,E0062145,Head가 Tail에게 지시함. (Commands)
E0052525,E0062145,Head가 Tail에게 보고함 (Reports to)
E0052525,E0020067,Head가 Tail에게 보고함 (Reports to)
E0052525,E0046090,Head가 Tail에게 보고함 (Reports to)
E0052525,E0059861,Head가 Tail에게 보고함 (Reports to)
E0052525,E0046223,Head가 Tail에게 지시함. (Commands)
E0052525,E0032783,Head가 Tail에게 지시함. (Commands)
E0052525,E0032783,Head가 Tail에게 보고함 (Reports to)
E0038240,E0051208,Head가 Tail에게 지시함. (Commands)
E0038240,E0021844,Head가 Tail에게 지시함. (Commands)
E0038240,E0012086,Head가 Tail에게 지시함. (Commands)
E0038240,E0010259,Head가 Tail에게 지시함. (Commands)
E0038240,E0051546,Head가 Tail에게 지시함. (Commands)
E0038240,E0012125,Head가 Tail에게 지시함. (Commands)
E0038240,E0044312,Head가 Tail에게 지시함. (Commands)
E0038240,E0021326,Head가 Tail에게 지시함. (Commands)
E0038240,E0063996,Head가 Tail에게 지시함. (Commands)
E0038240,E0052410,Head가 Tail에게 지시함. (Commands)
E0038240,E0059033,Head가 Tail에게 지시함. (Commands)
E0038240,E0051775,Head가 Tail에게 지시함. (Commands)
E0038240,E0041712,Head가 Tail에게 지시함. (Commands)
E0038240,E0050628,Head가 Tail에게 지시함. (Commands)
E0038240,E0051045,Head가 Tail에게 지시함. (Commands)
E0038240,E0038301,Head가 Tail에게 지시함. (Commands)
E0038240,E0048364,Head가 Tail에게 지시함. (Commands)
E0038240,E0044355,Head가 Tail에게 지시함. (Commands)
E0038240,E0052392,Head가 Tail에게 지시함. (Commands)
E0038240,E0051772,Head가 Tail에게 지시함. (Commands)
E0038240,E0034498,Head가 Tail에게 지시함. (Commands)
E0038240,E0008672,Head가 Tail에게 지시함. (Commands)
E0038240,E0048809,Head가 Tail에게 지시함. (Commands)
E0038240,E0021961,Head가 Tail에게 지시함. (Commands)
E0038240,E0033977,Head가 Tail에게 지시함. (Commands)
E0038240,E0052389,Head가 Tail에게 지시함. (Commands)
E0038240,E0061699,Head가 Tail에게 지시함. (Commands)
E0038240,E0009053,Head가 Tail에게 지시함. (Commands)
E0038240,E0065060,Head가 Tail에게 지시함. (Commands)
E0038240,E0042691,Head가 Tail에게 지시함. (Commands)
E0038240,E0048504,Head가 Tail에게 지시함. (Commands)
E0038240,E0020184,Head가 Tail에게 지시함. (Commands)
E0038240,E0052623,Head가 Tail에게 지시함. (Commands)
E0038240,E0003821,Head가 Tail에게 지시함. (Commands)
E0038240,E0062145,Head가 Tail에게 지시함. (Commands)
E0038240,E0020067,Head가 Tail에게 지시함. (Commands)
E0038240,E0046090,Head가 Tail에게 지시함. (Commands)
E0038240,E0059861,Head가 Tail에게 지시함. (Commands)
E0038240,E0004295,Head가 Tail에게 지시함. (Commands)
E0038240,E0046223,Head가 Tail에게 지시함. (Commands)
E0038240,E0032783,Head가 Tail에게 지시함. (Commands)
E0010259,E0004385,Head가 Tail에게 지시함. (Commands)
E0010259,E0051208,Head가 Tail에게 지시함. (Commands)
E0010259,E0021844,Head가 Tail에게 지시함. (Commands)
E0010259,E0012086,Head가 Tail에게 지시함. (Commands)
E0010259,E0038240,Head가 Tail에게 지시함. (Commands)
E0010259,E0051546,Head가 Tail에게 지시함. (Commands)
E0010259,E0012125,Head가 Tail에게 지시함. (Commands)
E0010259,E0044312,Head가 Tail에게 지시함. (Commands)
E0010259,E0021326,Head가 Tail에게 지시함. (Commands)
E0010259,E0063996,Head가 Tail에게 지시함. (Commands)
E0010259,E0052410,Head가 Tail에게 지시함. (Commands)
E0010259,E0059033,Head가 Tail에게 지시함. (Commands)
E0010259,E0051775,Head가 Tail에게 지시함. (Commands)
E0010259,E0041712,Head가 Tail에게 지시함. (Commands)
E0010259,E0050628,Head가 Tail에게 지시함. (Commands)
E0010259,E0051045,Head가 Tail에게 지시함. (Commands)
E0010259,E0038301,Head가 Tail에게 지시함. (Commands)
E0010259,E0048364,Head가 Tail에게 지시함. (Commands)
E0010259,E0044355,Head가 Tail에게 지시함. (Commands)
E0010259,E0052392,Head가 Tail에게 지시함. (Commands)
E0010259,E0051772,Head가 Tail에게 지시함. (Commands)
E0010259,E0034498,Head가 Tail에게 지시함. (Commands)
E0010259,E0008672,Head가 Tail에게 지시함. (Commands)
E0010259,E0048809,Head가 Tail에게 지시함. (Commands)
E0010259,E0021961,Head가 Tail에게 지시함. (Commands)
E0010259,E0033977,Head가 Tail에게 지시함. (Commands)
E0010259,E0052389,Head가 Tail에게 지시함. (Commands)
E0010259,E0061699,Head가 Tail에게 지시함. (Commands)
E0010259,E0009053,Head가 Tail에게 지시함. (Commands)
E0010259,E0065060,Head가 Tail에게 지시함. (Commands)
E0010259,E0042691,Head가 Tail에게 지시함. (Commands)
E0010259,E0048504,Head가 Tail에게 지시함. (Commands)
E0010259,E0020184,Head가 Tail에게 지시함. (Commands)
E0010259,E0052623,Head가 Tail에게 지시함. (Commands)
E0010259,E0003821,Head가 Tail에게 지시함. (Commands)
E0010259,E0020067,Head가 Tail에게 지시함. (Commands)
E0010259,E0046090,Head가 Tail에게 지시함. (Commands)
E0010259,E0059861,Head가 Tail에게 지시함. (Commands)
E0010259,E0004295,Head가 Tail에게 지시함. (Commands)
E0051546,E0004385,Head가 Tail에게 지시함. (Commands)
E0051546,E0051208,Head가 Tail에게 지시함. (Commands)
E0051546,E0021844,Head가 Tail에게 지시함. (Commands)
E0051546,E0012086,Head가 Tail에게 지시함. (Commands)
E0051546,E0052525,Head가 Tail에게 지시함. (Commands)
E0051546,E0038240,Head가 Tail에게 지시함. (Commands)
E0051546,E0010259,Head가 Tail에게 지시함. (Commands)
E0051546,E0012125,Head가 Tail에게 지시함. (Commands)
E0051546,E0044312,Head가 Tail에게 지시함. (Commands)
E0051546,E0021326,Head가 Tail에게 지시함. (Commands)
E0051546,E0063996,Head가 Tail에게 지시함. (Commands)
E0051546,E0052410,Head가 Tail에게 지시함. (Commands)
E0051546,E0059033,Head가 Tail에게 지시함. (Commands)
E0051546,E0051775,Head가 Tail에게 지시함. (Commands)
E0051546,E0041712,Head가 Tail에게 지시함. (Commands)
E0051546,E0050628,Head가 Tail에게 지시함. (Commands)
E0051546,E0051045,Head가 Tail에게 지시함. (Commands)
E0051546,E0038301,Head가 Tail에게 지시함. (Commands)
E0051546,E0048364,Head가 Tail에게 지시함. (Commands)
E0051546,E0044355,Head가 Tail에게 지시함. (Commands)
E0051546,E0052392,Head가 Tail에게 지시함. (Commands)
E0051546,E0051772,Head가 Tail에게 지시함. (Commands)
E0051546,E0034498,Head가 Tail에게 지시함. (Commands)
E0051546,E0008672,Head가 Tail에게 지시함. (Commands)
E0051546,E0048809,Head가 Tail에게 지시함. (Commands)
E0051546,E0021961,Head가 Tail에게 지시함. (Commands)
E0051546,E0033977,Head가 Tail에게 지시함. (Commands)
E0051546,E0052389,Head가 Tail에게 지시함. (Commands)
E0051546,E0061699,Head가 Tail에게 지시함. (Commands)
E0051546,E0009053,Head가 Tail에게 지시함. (Commands)
E0051546,E0065060,Head가 Tail에게 지시함. (Commands)
E0051546,E0042691,Head가 Tail에게 지시함. (Commands)
E0051546,E0048504,Head가 Tail에게 지시함. (Commands)
E0051546,E0020184,Head가 Tail에게 지시함. (Commands)
E0051546,E0052623,Head가 Tail에게 지시함. (Commands)
E0051546,E0003821,Head가 Tail에게 지시함. (Commands)
E0051546,E0062145,Head가 Tail에게 지시함. (Commands)
E0051546,E0020067,Head가 Tail에게 지시함. (Commands)
E0051546,E0046090,Head가 Tail에게 지시함. (Commands)
E0051546,E0059861,Head가 Tail에게 지시함. (Commands)
E0051546,E0004295,Head가 Tail에게 지시함. (Commands)
E0051546,E0046223,Head가 Tail에게 지시함. (Commands)
E0051546,E0032783,Head가 Tail에게 지시함. (Commands)
E0051546,E0046589,Head가 Tail에게 지시함. (Commands)
E0012125,E0004385,Head가 Tail에게 지시함. (Commands)
E0012125,E0051208,Head가 Tail에게 지시함. (Commands)
E0012125,E0021844,Head가 Tail에게 지시함. (Commands)
E0012125,E0012086,Head가 Tail에게 지시함. (Commands)
E0012125,E0038240,Head가 Tail에게 지시함. (Commands)
E0012125,E0010259,Head가 Tail에게 지시함. (Commands)
E0012125,E0051546,Head가 Tail에게 지시함. (Commands)
E0012125,E0044312,Head가 Tail에게 지시함. (Commands)
E0012125,E0021326,Head가 Tail에게 지시함. (Commands)
E0012125,E0063996,Head가 Tail에게 지시함. (Commands)
E0012125,E0052410,Head가 Tail에게 지시함. (Commands)
E0012125,E0059033,Head가 Tail에게 지시함. (Commands)
E0012125,E0051775,Head가 Tail에게 지시함. (Commands)
E0012125,E0041712,Head가 Tail에게 지시함. (Commands)
E0012125,E0050628,Head가 Tail에게 지시함. (Commands)
E0012125,E0051045,Head가 Tail에게 지시함. (Commands)
E0012125,E0038301,Head가 Tail에게 지시함. (Commands)
E0012125,E0048364,Head가 Tail에게 지시함. (Commands)
E0012125,E0044355,Head가 Tail에게 지시함. (Commands)
E0012125,E0052392,Head가 Tail에게 지시함. (Commands)
E0012125,E0051772,Head가 Tail에게 지시함. (Commands)
E0012125,E0034498,Head가 Tail에게 지시함. (Commands)
E0012125,E0008672,Head가 Tail에게 지시함. (Commands)
E0012125,E0048809,Head가 Tail에게 지시함. (Commands)
E0012125,E0021961,Head가 Tail에게 지시함. (Commands)
E0012125,E0033977,Head가 Tail에게 지시함. (Commands)
E0012125,E0052389,Head가 Tail에게 지시함. (Commands)
E0012125,E0061699,Head가 Tail에게 지시함. (Commands)
E0012125,E0009053,Head가 Tail에게 지시함. (Commands)
E0012125,E0065060,Head가 Tail에게 지시함. (Commands)
E0012125,E0042691,Head가 Tail에게 지시함. (Commands)
E0012125,E0048504,Head가 Tail에게 지시함. (Commands)
E0012125,E0020184,Head가 Tail에게 지시함. (Commands)
E0012125,E0052623,Head가 Tail에게 지시함. (Commands)
E0012125,E0003821,Head가 Tail에게 지시함. (Commands)
E0012125,E0062145,Head가 Tail에게 지시함. (Commands)
E0012125,E0020067,Head가 Tail에게 지시함. (Commands)
E0012125,E0046090,Head가 Tail에게 지시함. (Commands)
E0012125,E0059861,Head가 Tail에게 지시함. (Commands)
E0012125,E0004295,Head가 Tail에게 지시함. (Commands)
E0012125,E0046223,Head가 Tail에게 지시함. (Commands)
E0012125,E0032783,Head가 Tail에게 지시함. (Commands)
E0044312,E0004385,Head가 Tail에게 지시함. (Commands)
E0044312,E0051208,Head가 Tail에게 지시함. (Commands)
E0044312,E0021844,Head가 Tail에게 지시함. (Commands)
E0044312,E0012086,Head가 Tail에게 지시함. (Commands)
E0044312,E0038240,Head가 Tail에게 지시함. (Commands)
E0044312,E0010259,Head가 Tail에게 지시함. (Commands)
E0044312,E0051546,Head가 Tail에게 지시함. (Commands)
E0044312,E0012125,Head가 Tail에게 지시함. (Commands)
E0044312,E0021326,Head가 Tail에게 지시함. (Commands)
E0044312,E0063996,Head가 Tail에게 지시함. (Commands)
E0044312,E0052410,Head가 Tail에게 지시함. (Commands)
E0044312,E0059033,Head가 Tail에게 지시함. (Commands)
E0044312,E0051775,Head가 Tail에게 지시함. (Commands)
E0044312,E0041712,Head가 Tail에게 지시함. (Commands)
E0044312,E0050628,Head가 Tail에게 지시함. (Commands)
E0044312,E0051045,Head가 Tail에게 지시함. (Commands)
E0044312,E0038301,Head가 Tail에게 지시함. (Commands)
E0044312,E0048364,Head가 Tail에게 지시함. (Commands)
E0044312,E0044355,Head가 Tail에게 지시함. (Commands)
E0044312,E0052392,Head가 Tail에게 지시함. (Commands)
E0044312,E0051772,Head가 Tail에게 지시함. (Commands)
E0044312,E0034498,Head가 Tail에게 지시함. (Commands)
E0044312,E0008672,Head가 Tail에게 지시함. (Commands)
E0044312,E0048809,Head가 Tail에게 지시함. (Commands)
E0044312,E0021961,Head가 Tail에게 지시함. (Commands)
E0044312,E0033977,Head가 Tail에게 지시함. (Commands)
